"Title","autor","editor","ano","tipo","tema","pdf","URL","mostrar","paywall","Description","Image","Image Alt Text","ID","Created Date","Updated Date","Owner"
"Estudo Nacional sobre a Violência no Namoro no Ensino Superior: Crenças e Práticas – 2017/2022","Ariana Pinto Correia, Helena Rocha, Sofia Costa, Janete Borges e Sofia Neves","Associação Plano i",2023,"[""Livro""]","[""Discriminação"",""Violência na intimidade""]","wix:document://v1/ugd/c365a0_b6371aab33324aa4ace729517663cdc6.pdf/Estudo%20Nacional%20VN%202017-2022.AC.pdf","https://drive.google.com/file/d/1OSLRaD0j6TiXGZVylNbkDxkmY_PJw5CE/view",true,,,,,"44a56775-aee8-4593-bcf9-596dc257b3aa",2025-07-15T13:16:56Z,2025-07-15T13:18:50Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Manual de Boas Práticas para a Gestão de Pessoas LGBTI
em Privação de Liberdade","Mafalda Ferreira, Júlia Cipriano e Mariana
Domingues","Associação Plano i",2023,"[""Livro""]","[""Guia""]","wix:document://v1/ugd/c365a0_2d890f7dd71247bba83e521503679a0d.pdf/Manual%20de%20Boas%20Pr%C3%A1ticas%20para%20a%20Gest%C3%A3o%20de%20Pessoas%20LGBTI%20em%20Priva%C3%A7%C3%A3o%20de%20Liberdade%20-%20(IN)MATE.pdf","https://drive.google.com/file/d/1v11398YdpSXl4XkcF_OYoF3resFBEQc6/view",true,,,,,"4e552491-7efe-43f1-87b7-89015c7271dd",2025-07-15T13:27:05Z,2025-07-15T13:29:14Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Guia Para Famílias de Crianças com Papéis e Comportamentos de Género Diverso","AMPLOS","AMPLOS",2018,"[""Livro""]","[""Guia"",""Para aliades"",""Para famílias""]","wix:document://v1/ugd/c365a0_a40c5fa78aff48799f8bd24c0e6ba3ff.pdf/AMPLOS_GuiaPais.pdf","https://www.amplos.pt/recursos/guias/guia-para-famlias-de-crianas-com-papis-e-comportamentos-de-gnero-diverso",true,,,,,"4ff56520-2922-4e68-8c8d-95a487c7b233",2025-07-15T12:08:51Z,2025-07-15T12:14:12Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Programa de Prevenção do Bullying contra pessoas LGBTI – Manual de Formação para Formadores/as e Docentes. 2.o Ciclo (5.o e 6.o anos de escolaridade)","Marina Hintze, Luís Pinheiro, Sofia Queirós, Ana Luísa Abreu, Paula Allen e Sofia Neves","Associação Plano i",2020,"[""Livro""]","[""Bullying"",""Guia"",""Ensino""]","wix:document://v1/ugd/c365a0_9a570c21819f40688d981dcc1b539642.pdf/Manual%202%C2%BA%20ciclo-%20GVE.pdf","https://drive.google.com/drive/folders/1AfMgKwLv-1AIxjx4OblYl6iyY_D91UFw",true,,,,,"50de850f-e161-4122-ad83-18949b490fd8",2025-07-15T14:10:49Z,2025-07-15T14:12:11Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Despacho n.º 7247/2019 - Estabelece as medidas administrativas para implementação do previsto no n.º 1 do artigo 12.º da Lei n.º 38/2018, de 7 de agosto","Presidência do Conselho de Ministros e Educação","Diário da República",2019,"[""Legislação e Documentos Governamentais""]","[""Legislação"",""Ensino""]","wix:document://v1/ugd/c365a0_385e802a04a948508630862ef815302d.pdf/despacho_escolas.pdf","https://files.diariodarepublica.pt/2s/2019/08/156000000/0002100023.pdf",true,,,,,"5367f6f4-95fc-4d0f-80b3-86745dc57da8",2025-07-15T11:53:08Z,2025-07-15T12:11:26Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Guia Para Intervenientes na Ação Comunitária e na Comunidade Escolar Sobre Orientação Sexual e Identidade de Género","Ana Silva","AMPLOS",2021,"[""Livro""]","[""Ensino"",""Para aliades"",""Guia""]","wix:document://v1/ugd/c365a0_2bc52e3647704f49bde3c34c12fde001.pdf/AMPLOS-Amp_Fam_GuiaComunidade_AF_Single+(1).pdf","https://www.amplos.pt/recursos/guias/para-interveniente-da-acao-comunitaria-e-comunidade-escolar",true,,,,,"5d350b68-1149-46a5-b7c1-1990b2256f11",2025-07-15T12:03:59Z,2025-07-15T12:11:26Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Trajetórias de vida de pessoas lésbicas, gays, bissexuais, trans e
intersexo (LGBTI) vítimas de violência doméstica: Principais
resultados","Sofia Neves, Mafalda Ferreira, Edgar Sousa, Rodrigo Costa, Joana
Topa, Janete Borges, Cristina Pereira Vieira e André Lira","Associação Plano i",2023,"[""Livro""]","[""Discriminação"",""Violência na intimidade""]","wix:document://v1/ugd/c365a0_2dcb4b678071491a81d62b0908a74129.pdf/Principais%20resultados.pdf","https://heyzine.com/flip-book/fdd9ecad2a.html#page/1",true,,,,,"6482fdce-d0b1-418c-9148-3551e11d3ed5",2025-07-15T13:23:14Z,2025-07-15T13:26:19Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Reuniões no Ministério da Saúde e na DGS","Associação Anémona","Associação Anémona",2023,"[""Comunicado""]","[""Saúde""]","wix:document://v1/ugd/c365a0_4e08e65c026848aeae8bcdb0109c844a.pdf/Comunicado%20AN%C3%89MONA.pdf","https://acrobat.adobe.com/id/urn:aaid:sc:EU:1ea1b6c4-06b9-4f21-8c4d-86e94b19a97c",true,,,,,"782436e0-8f2c-4fcf-bf18-24ed7eea2ee4",2025-07-15T12:18:30Z,2025-07-15T12:22:56Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Guia de Boas Práticas para a Intervenção com Pessoas LGBTI Vítimas de Violência Doméstica","Sofia Neves, Mafalda Ferreira, Joana Topa, Janete Borges,
Cristina Pereira Vieira, Paula Allen, Edgar Sousa, Rodrigo
Costa, Helena Rocha, Lourenço Silva e André Lira","Associação Plano i",2022,"[""Livro""]","[""Discriminação"",""Violência na intimidade""]","wix:document://v1/ugd/c365a0_11d90767f666494e8dea3189e0a73937.pdf/Guia%20de%20Boas%20Pr%C3%A1ticas%20para%20a%20Interven%C3%A7%C3%A3o%20com%20Pessoas%20LGBTI%20V%C3%ADtimas%20de%20Viol%C3%AAncia%20Dom%C3%A9stica..pdf","https://heyzine.com/flip-book/d68a978d70.html",true,,,,,"802ab474-65e1-4ba2-b92f-a9d0c491682b",2025-07-15T13:39:37Z,2025-07-15T13:41:16Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Recomendações e Propostas da Anémona relativamente às Normas de Orientação da DGS, Vacinação e Saúde de Pessoas Trans e Não-Binárias","Associação Anémona","Associação Anémona",0,"[""Comunicado""]","[""Saúde""]","wix:document://v1/ugd/c365a0_2d935ee53f674a3e9ec99ae104bfeb28.pdf/Comunicado%20Recomenda%C3%A7%C3%A3o%20An%C3%A9mona.pdf","https://acrobat.adobe.com/link/review?uri=urn%3Aaaid%3Ascds%3AUS%3Ac6133edb-d6f6-4b18-9f24-9c8ca7147c1b&viewer%21megaVerb=group-discover",true,,,,,"85c2350c-fa1b-49a6-9622-385c52a62d4e",2025-07-15T12:22:03Z,2025-07-15T12:25:33Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Guia de Boas Práticas para a Promoção da Inclusão e da Diversidade Social nas Empresas","Mafalda ferreira e Lígia Araújo","Associação Plano i",2024,"[""Livro""]","[""Para aliades"",""Guia"",""Empregabilidade e Empresas""]","wix:document://v1/ugd/c365a0_781288360ea34db7b1b38901a4a48273.pdf/Guia%20para%20a%20promo%C3%A7%C3%A3o%20de%20boas%20pr%C3%A1ticas%20da%20inclus%C3%A3o%20e%20da%20diversidade%20social%20nas%20empresas%20-%20L.pdf","https://drive.google.com/file/d/1l8fxGV38h0dJC3sSxecsBgErkTcpeZNs/view",true,,,,,"88972b56-7904-4589-b17f-ff4bf24b3cd1",2025-07-15T12:46:17Z,2025-07-15T13:09:00Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Violência(s), (Des)Igualdade(s) e Diversidade(s) - Guião de Promoção de Boas Práticas","Mafalda Ferreira, Marta Correia e Sofia Neves","Associação Plano i",2020,"[""Livro""]","[""Bullying"",""Guia""]","wix:document://v1/ugd/c365a0_234dfce081ae40b28deb94d9142a7fb0.pdf/UNigualdade%20III%20-%20Gui%C3%A3o%20de%20Boas%20Pr%C3%A1ticas.pdf","http://file:///home/alex/Downloads/UNigualdade III - Guião de Boas Práticas.pdf",true,,,,,"8e7b2c06-bc42-44d2-b2dc-92e2a35d8608",2025-07-15T14:01:24Z,2025-07-15T14:03:34Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Observatório Nacional do Bullying - Resultados 2020-
2024","Mafalda Ferreira e Janete Borges","Associação Plano i",2025,"[""Folheto Informativo""]","[""Discriminação"",""Bullying""]","wix:document://v1/ugd/c365a0_7a0b0dd0edd94ab9bed44e8ab44a2127.pdf/obs%20bullying%202025.pdf","https://drive.google.com/file/d/1aMlJXALF6c-AVMjeRRxMJPo2f4Xfgeg9/view",true,,,,,"90408231-a680-4083-82eb-8ce77a0d749a",2025-07-15T12:35:35Z,2025-07-15T12:46:34Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Observatório da Violência no Namoro – Resultados de 2020","Sofia Neves, Sofia Jamal, Sofia Peixoto e Janete Borges","Associação Plano i",2021,"[""Folheto Informativo""]","[""Discriminação"",""Bullying""]","wix:document://v1/ugd/c365a0_6bf053c3edbb4bea8ad97c8bf0575030.pdf/Infografia_ObVN2020.pdf","https://drive.google.com/file/d/1udsjKrq_ulQWD7h1pMA5KBkM5aLxQncq/view",true,,,,,"946e072d-1199-480f-bbfb-28d5918061df",2025-07-15T13:53:06Z,2025-07-15T13:54:29Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Observatório Nacional do Bullying - Resultados de
2020","Sofia Neves, Paula Allen e Janete Borges","Associação Plano i",2021,"[""Folheto Informativo""]","[""Discriminação"",""Bullying""]","wix:document://v1/ugd/c365a0_c3ffa7c7eb5f4f98abf976e3cb96673a.pdf/FactSheet_2020.pdf","https://drive.google.com/file/d/1gepjtjArT_MTkVCKvzu6vl0avNFrGkux/view",true,,,,,"964aa95a-5308-4fc9-9394-05b4a6c9063d",2025-07-15T13:55:31Z,2025-07-15T13:57:56Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Observatório Nacional do Bullying - Resultados de 2020 a 2023","Sofia Neves  e Janete
Borges","Associação Plano i",2024,"[""Folheto Informativo""]","[""Discriminação"",""Bullying""]","wix:document://v1/ugd/c365a0_e3c82617004442ffbdd10ad675076f14.pdf/FactSheet_2020-2023%20v0%5B12%5D%20(2).pdf","https://drive.google.com/file/d/1Ja7nTvJxU_Zro1w_JgHLQYu1tbyvy-en/view",true,,,,,"97f45915-3191-408a-adb5-17d612d55b70",2025-07-15T12:44:24Z,2025-07-15T12:46:45Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Observatório Nacional do Bullying - Resultados de 2021","Sofia Neves, Paula Allen e Janete Borges","Associação Plano i",2022,"[""Folheto Informativo""]","[""Discriminação"",""Bullying""]","wix:document://v1/ugd/c365a0_b438a0261dd7441db74c3d455b8a77ec.pdf/FactSheet_2021.pdf","https://drive.google.com/file/d/1eKtSWjqynASDqfp4PUAXwBFE_6z-w6eG/view",true,,,,,"9edbffb4-2162-4d10-8def-78be44822300",2025-07-15T13:29:20Z,2025-07-15T13:31:06Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"“Adaptar o SNS é assumir que existem homens com útero”: nasceu a Anémona para levar a saúde às pessoas transgénero e não-binárias","Joana Ascensão","Expresso",2022,"[""Jornalismo""]","[""Saúde"",""Associações e Organizações""]",,"https://expresso.pt/sociedade/2022-03-16-Adaptar-o-SNS-e-assumir-que-existem-homens-com-utero-nasceu-a-Anemona-para-levar-a-saude-as-pessoas-transgenero-e-nao-binarias-4de41426",true,true,,,,"bf40a146-f412-43f3-8ede-c98c1bfec06b",2025-07-15T12:26:26Z,2025-07-15T12:32:35Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Referencial de Formação: Grupo de promoção de competências sociais e procura ativa de emprego dirigidos a pessoas LGBTI","Mafalda ferreira e Lígia Araújo","Associação Plano i",2024,"[""Livro""]","[""Empregabilidade e Empresas"",""Guia""]","wix:document://v1/ugd/c365a0_2b0d7b76d1754efb8b21a319d740452b.pdf/Referencial%20de%20Forma%C3%A7%C3%A3o%20-%20Grupo%20de%20promo%C3%A7%C3%A3o%20de%20compet%C3%AAncias%20sociais%20e%20procura%20ativa%20de%20emp.pdf","https://drive.google.com/file/d/1jciPma6kEwcL2pLUZEgVDvcrV7jy87Dv/view",true,,,,,"c9a2d86e-50e8-478d-aab1-9bb943c99a1a",2025-07-15T13:12:23Z,2025-07-15T13:15:21Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Mudança de nome próprio sem mudança do marcador se sexo: Código do Registo Civil - CRC - Artigo 104.º Decreto-Lei n.º 131/95","Assembleia da República","Diário da República",1995,"[""Legislação e Documentos Governamentais""]","[""Legislação""]",,"https://diariodarepublica.pt/dr/legislacao-consolidada/decreto-lei/1995-34525275-58996090",true,,,,,"c9ed9611-d325-45f2-bc2e-5c74f5e1047a",2025-07-15T11:59:36Z,2025-07-15T12:11:26Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Programa de Prevenção do Bullying contra pessoas LGBTI – Manual de Formação para Formadores/as e Docentes. Ensino Secundário","Marina Hintze, Luís Pinheiro, Sofia Queirós, Ana Luísa Abreu, Paula Allen e Sofia Neves","Associação Plano i",2020,"[""Livro""]","[""Bullying"",""Guia"",""Ensino""]","wix:document://v1/ugd/c365a0_45a76f8e56594eb4b6cdcac843ea444b.pdf/Manual%20Secund%C3%A1rio-%20GVE.pdf","https://drive.google.com/drive/folders/1FlIcSTHkX2E9p7mFFNuq7isfZLnMxD6K",true,,,,,"ca2c3d6d-8931-4fc8-80a1-58d185c408b2",2025-07-15T14:05:54Z,2025-07-15T14:10:17Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Programa de Prevenção do Bullying contra pessoas LGBTI – Manual de Formação para Formadores/as e Docentes. Ensino Profissional","Marina Hintze, Luís Pinheiro, Sofia Queirós, Ana Luísa Abreu, Paula Allen e Sofia Neves","Associação Plano i",2020,"[""Livro""]","[""Bullying"",""Guia"",""Ensino""]","wix:document://v1/ugd/c365a0_690964a1bd804bc0b04c1dd93fd9d6d8.pdf/Manual%20Profissional-%20GVE.pdf","https://drive.google.com/drive/folders/18tKXAvCBeS7Soo7E3xXNGibn20KX3oKj",true,,,,,"cf687a0b-7d85-4bb0-8b34-8242d5289fc5",2025-07-15T14:02:48Z,2025-07-15T14:05:52Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Observatório Nacional do Bullying - Resultados de 2022","Sofia Neves, Bárbara Ferreira e Janete Borges","Associação Plano i",2023,"[""Folheto Informativo""]","[""Discriminação"",""Bullying""]","wix:document://v1/ugd/c365a0_0874aa24de0941a88f7404e8815f35d5.pdf/FactSheet_2022.pdf","https://drive.google.com/file/d/1Z638rOzl8ArDtjTozsmfF6QTMnywEQp-/view",true,,,,,"d172be2d-a52d-46f0-aabd-f75a7eff1633",2025-07-15T13:21:59Z,2025-07-15T13:23:49Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Estudo Nacional sobre a Violência no Namoro no Ensino Superior: Crenças e Práticas – 2017/2021","Sofia Neves, Sofia Jamal, Sofia Peixoto e Janete Borges","Associação Plano i",2021,"[""Livro""]","[""Discriminação"",""Bullying"",""Ensino""]","wix:document://v1/ugd/c365a0_b9b1dae259e849b083307493a1d9b1cb.pdf/EstudoNacional_2017_21.pdf","https://drive.google.com/file/d/13ZLt5nYrVrf2RVdsSOrGCW_mTNNmh_ff/view",true,,,,,"d27a0bbd-8cb8-418f-9632-6cd037e43334",2025-07-15T13:55:05Z,2025-07-15T13:56:17Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Programa de Prevenção e Combate ao Bullying","Marina Hintze, Marta Correia e Lourenço Silva","Associação Plano i",2022,"[""Livro""]","[""Discriminação"",""Bullying"",""Ensino""]","wix:document://v1/ugd/c365a0_ca6a69b4c8cb4479abc72a2ad73d5d6d.pdf/Programa%20de%20preven%C3%A7%C3%A3o%20e%20de%20combate%20ao%20bullying.pdf","https://heyzine.com/flip-book/a6927e53d2.html",true,,,,,"d355a694-d727-4640-b921-a4d8ee0d3ab9",2025-07-15T13:49:48Z,2025-07-15T13:50:51Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Estudo Nacional sobre a Violência no Namoro no Ensino Superior: Crenças e
Práticas – 2020/2021","Sofia Neves, Ariana Correia, Janete Borges, Helena Rocha, Sofia Costa, Sofia Peixoto, Cláudia
Rodrigues, Ana Duarte e Paula Allen","Associação Plano i",2022,"[""Livro""]","[""Discriminação"",""Violência na intimidade"",""Ensino""]","wix:document://v1/ugd/c365a0_4034c4095a8e4660b41ac5c3ab5a961c.pdf/Estudo%20Nacional%20VN%202020-2021%20Divulga%C3%A7%C3%A3o%2014.02.22.pdf","https://drive.google.com/file/d/1Lskwe5kUYDilqVPhBuEMl2_NZ2GDTunI/view",true,,,,,"e29a26f6-4cfa-4aaa-b436-da363ae5a350",2025-07-15T13:34:37Z,2025-07-15T13:36:47Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Guia Para Profissionais de Educação Sobre Diversidade de Expressões de Género na Infância","AMPLOS","AMPLOS",2021,"[""Livro""]","[""Guia"",""Para aliades"",""Ensino""]","wix:document://v1/ugd/c365a0_d2de3d7604124d7685739ab31478019b.pdf/AMPLOS_GuiaEducadores.pdf","https://www.amplos.pt/recursos/guias/yk7besnlhwm1g7ex3ur2viybk27pa4",true,,,,,"f7927d3a-6704-4ebf-b353-5f39fd2966c2",2025-07-15T12:14:39Z,2025-07-15T12:16:31Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Programa de Promoção dos Direitos Humanos e da Diversidade – Manual de Formação para Formadores/as e Docentes. 1º Ciclo (1.º, 2.º, 3.º e 4.º anos de escolaridade)","Marina Hintze, Luís Pinheiro, Sofia Queirós, Ana Luísa Abreu, Paula Allen e Sofia Neves","Associação Plano i",2020,"[""Livro""]","[""Bullying"",""Guia"",""Ensino""]","wix:document://v1/ugd/c365a0_5e59a73a96c54545af162374d90531b1.pdf/Manual%201%C2%BA%20ciclo-%20GVE.pdf","https://drive.google.com/drive/folders/1R3kNxDcsDkqppIJZ5NGvUDCDzq5p-7rS",true,,,,,"f8d8a5d0-d5e5-412d-a9fa-91a084576e7f",2025-07-15T14:12:14Z,2025-07-15T14:14:19Z,"c365a032-5522-4783-9ab7-57896a68bd93"
"Lei n.º 38/2018, de 7 de agosto: Direito à autodeterminação da identidade de género e expressão de género e à proteção das características sexuais de cada pessoa","Assembleia da República","Diário da República",2018,"[""Legislação e Documentos Governamentais""]","[""Legislação""]","wix:document://v1/ugd/c365a0_8e04694068894c7ca1a4f6946d78662b.pdf/Consolida%C3%A7%C3%A3o%20Decreto-Lei%20n.%C2%BA%20131_95%20-%20Di%C3%A1rio%20da%20Rep%C3%BAblica%20n.%C2%BA%20131_1995,%20S%C3%A9rie%20I-A%20de%201995-","https://diariodarepublica.pt/dr/detalhe/lei/38-2018-115933863",true,,,,,"fed7874f-4edf-4d06-8e7f-14f41ee38bf9",2025-07-15T11:57:56Z,2025-07-15T12:11:26Z,"c365a032-5522-4783-9ab7-57896a68bd93"
